FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
UA 9480 ,358330,DAIUD ,A320,NCE ,L,16.10.2023 07:20:00,16.10.2023 07:09:00,210B,2,GH  ,49
UA 9641 ,358343,DAEWO ,A320,DTM ,L,16.10.2023 07:20:00,16.10.2023 06:57:00,119 ,1,GH  ,49
LH 1635 ,357253,DACNT ,CRJ9,WRO ,L,16.10.2023 07:20:00,16.10.2023 07:14:00,345N,2,SPL ,49
LH 1641 ,357257,DACNQ ,CRJ9,POZ ,L,16.10.2023 07:20:00,16.10.2023 07:18:00,346N,2,SPL ,49
EN 8360 ,358666,IADJT ,E195,ORY ,S,16.10.2023 07:20:00,16.10.2023 07:20:00,517S,2,SPL ,88
LH 9428 ,358824,IADJT ,E195,ORY ,S,16.10.2023 07:20:00,16.10.2023 07:20:00,517S,2,SPL ,88
LH 2277 ,357566,DAIUD ,A320,NCE ,L,16.10.2023 07:20:00,16.10.2023 07:09:00,210B,2,GH  ,49
EW 4064 ,357057,DAEWO ,A320,DTM ,L,16.10.2023 07:20:00,16.10.2023 06:57:00,119 ,1,SPL ,49
UA 8755 ,358240,DAIEJ ,A21N,TBS ,L,16.10.2023 07:20:00,16.10.2023 07:13:00,220B,2,GH  ,49
AA 6540 ,358460,GEUOG ,A319,LHR ,S,16.10.2023 07:20:00,16.10.2023 07:25:00,112 ,1,SPL ,88
OS 7496 ,357953,DACNQ ,CRJ9,POZ ,L,16.10.2023 07:20:00,16.10.2023 07:18:00,346N,2,SPL ,49
TP 7977 ,358211,DAILY ,A319,BUD ,L,16.10.2023 07:20:00,16.10.2023 07:21:00,323 ,2,SPL ,49
NH 6072 ,357885,DAIWG ,A320,KRK ,L,16.10.2023 07:20:00,16.10.2023 07:25:00,317B,2,GH  ,49
LH 9512 ,358846,IADJS ,E195,MXP ,S,16.10.2023 07:20:00,16.10.2023 08:00:00,310 ,2,SPL ,88
AC 6959 ,356754,DAEWO ,A320,DTM ,L,16.10.2023 07:20:00,16.10.2023 06:57:00,119 ,1,SPL ,49
AC 9298 ,356790,DAIWG ,A320,KRK ,L,16.10.2023 07:20:00,16.10.2023 07:25:00,317B,2,SPL ,49
LH  743 ,389366,DAIXG ,A359,,F,16.10.2023 07:20:00,16.10.2023 06:53:00,H15N,,GH  ,88
EN 8245 ,357008,IADJP ,E195,BLQ ,L,16.10.2023 07:25:00,16.10.2023 07:26:00,309 ,2,SPL ,49
LH 9487 ,357778,IADJP ,E195,BLQ ,L,16.10.2023 07:25:00,16.10.2023 07:26:00,309 ,2,SPL ,49
UA 9706 ,358350,IADJP ,E195,BLQ ,L,16.10.2023 07:25:00,16.10.2023 07:26:00,309 ,2,GH  ,49
NH 6872 ,357910,IADJP ,E195,BLQ ,L,16.10.2023 07:25:00,16.10.2023 07:26:00,309 ,2,GH  ,49
LH  715 ,386578,DAIXI ,A359,ICN ,N,16.10.2023 07:30:00,16.10.2023 14:25:00,222A,,GH  ,99
LH  743 ,386580,DAIXG ,A359,MEX ,N,16.10.2023 07:30:00,16.10.2023 10:40:00,222A,,GH  ,99
NH 6303 ,371778,OELZB ,A320,VIE ,L,16.10.2023 07:30:00,16.10.2023 07:31:00,215A,2,GH  ,49
NH 5432 ,358923,DAIBM ,A319,BRE ,S,16.10.2023 07:30:00,16.10.2023 09:01:00,172 ,2,GH  ,88
AT 5480 ,371793,ECLEI ,A319,MAD ,S,16.10.2023 07:30:00,16.10.2023 07:45:00,121 ,1,GH  ,88
LH 1961 ,357428,DAIWH ,A320,BER ,L,16.10.2023 07:30:00,16.10.2023 07:42:00,317A,2,GH  ,49
EN 8199 ,356988,IADJV ,E195,VCE ,L,16.10.2023 07:30:00,16.10.2023 07:35:00,208 ,2,SPL ,49
EN 8207 ,356994,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,SPL ,49
NH 6089 ,358945,DAIRN ,A321,DUS ,S,16.10.2023 07:30:00,16.10.2023 08:10:00,324 ,2,GH  ,88
IB 3195 ,358685,ECLEI ,A319,MAD ,S,16.10.2023 07:30:00,16.10.2023 07:45:00,121 ,1,SPL ,88
JL 9410 ,358695,ECLEI ,A319,MAD ,S,16.10.2023 07:30:00,16.10.2023 07:45:00,121 ,1,GH  ,88
LH 2188 ,357274,DAIBM ,A319,BRE ,S,16.10.2023 07:30:00,16.10.2023 09:01:00,172 ,2,GH  ,88
LH 2075 ,357482,DAIRX ,A321,HAM ,L,16.10.2023 07:30:00,16.10.2023 07:47:00,202B,2,GH  ,49
LH 1617 ,357243,EIHIC ,CRJX,WAW ,L,16.10.2023 07:30:00,16.10.2023 07:57:00,327 ,2,SPL ,49
LH 2107 ,357495,DAISZ ,A321,HAJ ,L,16.10.2023 07:30:00,16.10.2023 07:55:00,252B,2,GH  ,49
LO 5353 ,357800,EIHIC ,CRJX,WAW ,L,16.10.2023 07:30:00,16.10.2023 07:57:00,327 ,2,GH  ,49
LH 2004 ,358734,DAIRN ,A321,DUS ,S,16.10.2023 07:30:00,16.10.2023 08:10:00,324 ,2,GH  ,88
LH 6321 ,357733,OELZB ,A320,VIE ,L,16.10.2023 07:30:00,16.10.2023 07:31:00,215A,2,GH  ,49
UA 9409 ,358310,DAISZ ,A321,HAJ ,L,16.10.2023 07:30:00,16.10.2023 07:55:00,252B,2,GH  ,49
LH 9461 ,357769,IADJV ,E195,VCE ,L,16.10.2023 07:30:00,16.10.2023 07:35:00,208 ,2,SPL ,49
LH 9467 ,357771,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,SPL ,49
VY 5125 ,359354,ECLEI ,A319,MAD ,S,16.10.2023 07:30:00,16.10.2023 07:45:00,121 ,1,SPL ,88
UA 9700 ,358346,IADJV ,E195,VCE ,L,16.10.2023 07:30:00,16.10.2023 07:35:00,208 ,2,GH  ,49
UA 9703 ,358348,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,GH  ,49
NH 7882 ,358971,EIHID ,CRJX,VIE ,S,16.10.2023 07:30:00,16.10.2023 07:35:00,516S,2,GH  ,88
OS 7232 ,358980,EIHID ,CRJX,VIE ,S,16.10.2023 07:30:00,16.10.2023 07:35:00,516S,2,SPL ,88
TP 7819 ,358196,DAISZ ,A321,HAJ ,L,16.10.2023 07:30:00,16.10.2023 07:55:00,252B,2,SPL ,49
OU 5427 ,357969,DAIRX ,A321,HAM ,L,16.10.2023 07:30:00,16.10.2023 07:47:00,202B,2,GH  ,49
OU 5431 ,357971,DAIWH ,A320,BER ,L,16.10.2023 07:30:00,16.10.2023 07:42:00,317A,2,GH  ,49
NH 6856 ,357908,IADJV ,E195,VCE ,L,16.10.2023 07:30:00,16.10.2023 07:35:00,208 ,2,GH  ,49
NH 6859 ,357909,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,GH  ,49
TG 7215 ,358114,OELZB ,A320,VIE ,L,16.10.2023 07:30:00,16.10.2023 07:31:00,215A,2,GH  ,49
OS  111 ,357921,OELZB ,A320,VIE ,L,16.10.2023 07:30:00,16.10.2023 07:31:00,215A,2,SPL ,49
AA 8774 ,358466,ECLEI ,A319,MAD ,S,16.10.2023 07:30:00,16.10.2023 07:45:00,121 ,1,SPL ,88
TP 7687 ,358179,DAIRX ,A321,HAM ,L,16.10.2023 07:30:00,16.10.2023 07:47:00,202B,2,SPL ,49
TP 7725 ,358185,DAIWH ,A320,BER ,L,16.10.2023 07:30:00,16.10.2023 07:42:00,317A,2,SPL ,49
LH 2324 ,358745,EIHID ,CRJX,VIE ,S,16.10.2023 07:30:00,16.10.2023 07:35:00,516S,2,SPL ,88
A3 1503 ,356695,EIHIC ,CRJX,WAW ,L,16.10.2023 07:30:00,16.10.2023 07:57:00,327 ,2,GH  ,49
A3 1527 ,356702,DAISZ ,A321,HAJ ,L,16.10.2023 07:30:00,16.10.2023 07:55:00,252B,2,GH  ,49
AC 7351 ,356757,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,SPL ,49
CA 6461 ,356935,IADJO ,E195,VRN ,L,16.10.2023 07:30:00,16.10.2023 07:51:00,520S,2,GH  ,49
DE 1413 ,389374,DAICR ,A320,,F,16.10.2023 07:30:00,16.10.2023 07:27:00,116 ,,GH  ,88
LH 1771 ,386549,DAIUV ,A320,,N,16.10.2023 07:35:00,,214 ,,GH  ,99
CA  961 ,386475,B2047 ,B77W,,N,16.10.2023 07:35:00,16.10.2023 08:08:00,371 ,,GH  ,49
AC 3730 ,371762,69059 ,B764,EWR ,L,16.10.2023 07:35:00,16.10.2023 07:34:00,204A,2,SPL ,49
NH 6045 ,358935,DACNA ,CRJ9,LYS ,S,16.10.2023 07:35:00,16.10.2023 07:35:00,341N,2,GH  ,88
EN 8259 ,357014,IADJU ,E195,TRN ,L,16.10.2023 07:35:00,16.10.2023 07:43:00,301B,2,SPL ,49
UA 8870 ,358252,DAIML ,A388,JFK ,L,16.10.2023 07:35:00,16.10.2023 07:22:00,318 ,2,GH  ,49
LH 4459 ,357695,YLCSN ,BCS3,TMP ,L,16.10.2023 07:35:00,16.10.2023 07:30:00,308 ,2,SPL ,49
LH 2246 ,357513,DACNA ,CRJ9,LYS ,S,16.10.2023 07:35:00,16.10.2023 07:35:00,341N,2,SPL ,88
SN 7235 ,358062,DAIML ,A388,JFK ,L,16.10.2023 07:35:00,16.10.2023 07:22:00,318 ,2,SPL ,49
SQ 2043 ,358073,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,GH  ,49
LH  411 ,357190,DAIML ,A388,JFK ,L,16.10.2023 07:35:00,16.10.2023 07:22:00,318 ,2,GH  ,49
UA 9306 ,358307,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,GH  ,49
LH 7608 ,357750,69059 ,B764,EWR ,L,16.10.2023 07:35:00,16.10.2023 07:34:00,204A,2,GH  ,49
LH 9477 ,357775,IADJU ,E195,TRN ,L,16.10.2023 07:35:00,16.10.2023 07:43:00,301B,2,SPL ,49
UA 9474 ,358328,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,GH  ,49
SK 3773 ,358039,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,SPL ,49
OS 7386 ,357940,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,SPL ,49
LH 2267 ,357558,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,GH  ,49
NH 6026 ,357878,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,GH  ,49
LH 1757 ,357320,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,GH  ,49
TP 7963 ,358209,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,SPL ,49
UA  030 ,358216,69059 ,B764,EWR ,L,16.10.2023 07:35:00,16.10.2023 07:34:00,204A,2,GH  ,49
NH 6195 ,357903,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,GH  ,49
NH 6853 ,357907,IADJU ,E195,TRN ,L,16.10.2023 07:35:00,16.10.2023 07:43:00,301B,2,GH  ,49
A3 1807 ,356722,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,GH  ,49
AC 5952 ,356745,69059 ,B764,EWR ,L,16.10.2023 07:35:00,16.10.2023 07:34:00,204A,2,SPL ,49
AC 7355 ,356759,IADJU ,E195,TRN ,L,16.10.2023 07:35:00,16.10.2023 07:43:00,301B,2,SPL ,49
AC 9413 ,356809,DAIJM ,A20N,MRS ,L,16.10.2023 07:35:00,16.10.2023 07:39:00,246 ,2,SPL ,49
AC 9440 ,356817,DAIEI ,A21N,ATH ,L,16.10.2023 07:35:00,16.10.2023 07:53:00,302B,2,SPL ,49
BR  071 ,356905,B17881,B789,TPE ,L,16.10.2023 07:35:00,16.10.2023 09:03:00,212A,2,GH  ,49
BT  517 ,356911,YLCSN ,BCS3,TMP ,L,16.10.2023 07:35:00,16.10.2023 07:30:00,308 ,2,SPL ,49
LH  743 ,389367,DAIXG ,A359,,N,16.10.2023 07:35:00,16.10.2023 07:03:00,M12W,,GH  ,49
AC 3838 ,371763,204UA ,B772,IAD ,L,16.10.2023 07:40:00,16.10.2023 07:44:00,209B,2,SPL ,49
NH 5434 ,358924,DACNK ,CRJ9,FMO ,S,16.10.2023 07:40:00,16.10.2023 07:50:00,344N,2,GH  ,88
EN 8191 ,356982,IADJW ,E195,FLR ,L,16.10.2023 07:40:00,,352A,2,SPL ,97
LH 2382 ,357521,DACNR ,CRJ9,GVA ,S,16.10.2023 07:40:00,16.10.2023 07:45:00,513S,2,SPL ,88
NH 6103 ,358949,DACNR ,CRJ9,GVA ,S,16.10.2023 07:40:00,16.10.2023 07:45:00,513S,2,GH  ,88
LH 2134 ,357278,DACNK ,CRJ9,FMO ,S,16.10.2023 07:40:00,16.10.2023 07:50:00,344N,2,SPL ,88
LH 9281 ,357755,204UA ,B772,IAD ,L,16.10.2023 07:40:00,16.10.2023 07:44:00,209B,2,GH  ,49
LH 2031 ,357462,DAIBD ,A319,DUS ,L,16.10.2023 07:40:00,16.10.2023 07:51:00,251B,2,GH  ,49
LH 9443 ,357763,,E195,FLR ,L,16.10.2023 07:40:00,,,2,SPL ,99
UA 9696 ,358344,,E195,FLR ,L,16.10.2023 07:40:00,,,2,GH  ,99
SQ 2198 ,359106,DACNR ,CRJ9,GVA ,S,16.10.2023 07:40:00,16.10.2023 07:45:00,513S,2,GH  ,88
TP 7777 ,358192,DAIBD ,A319,DUS ,L,16.10.2023 07:40:00,16.10.2023 07:51:00,251B,2,SPL ,49
OU 5423 ,357967,DAIBD ,A319,DUS ,L,16.10.2023 07:40:00,16.10.2023 07:51:00,251B,2,GH  ,49
LX 3683 ,358881,DACNR ,CRJ9,GVA ,S,16.10.2023 07:40:00,16.10.2023 07:45:00,513S,2,SPL ,88
UA  108 ,358220,204UA ,B772,IAD ,L,16.10.2023 07:40:00,16.10.2023 07:44:00,209B,2,GH  ,49
NH 6852 ,357906,,E195,FLR ,L,16.10.2023 07:40:00,,,2,GH  ,99
AC 5980 ,356747,204UA ,B772,IAD ,L,16.10.2023 07:40:00,16.10.2023 07:44:00,209B,2,SPL ,49
LH 1661 ,389378,DAIBK ,A319,,F,16.10.2023 07:40:00,16.10.2023 08:01:00,217B,,GH  ,88
EY 4185 ,371770,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,GH  ,49
LH 3803 ,357685,,BUS ,NUE ,L,16.10.2023 07:45:00,,,2,GH  ,03
UA 9099 ,358272,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,GH  ,49
NH 6093 ,358946,DAIRS ,A321,HAM ,S,16.10.2023 07:45:00,16.10.2023 08:30:00,328 ,2,GH  ,88
NH 6099 ,358948,IADJL ,E195,ZRH ,S,16.10.2023 07:45:00,16.10.2023 08:15:00,313 ,2,GH  ,88
LH 2080 ,358737,DAIRS ,A321,HAM ,S,16.10.2023 07:45:00,16.10.2023 08:30:00,328 ,2,GH  ,88
LH 6791 ,357737,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,GH  ,49
SK 3215 ,358013,DAIRH ,A321,CPH ,L,16.10.2023 07:45:00,16.10.2023 08:00:00,321 ,2,SPL ,49
UA 9607 ,358340,DAIRH ,A321,CPH ,L,16.10.2023 07:45:00,16.10.2023 08:00:00,321 ,2,GH  ,49
CA 6121 ,358632,DAIRS ,A321,HAM ,S,16.10.2023 07:45:00,16.10.2023 08:30:00,328 ,2,GH  ,88
TP 7923 ,358204,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,SPL ,49
TG 7680 ,359125,DAIRS ,A321,HAM ,S,16.10.2023 07:45:00,16.10.2023 08:30:00,328 ,2,GH  ,88
LH 2467 ,357650,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,GH  ,49
NH 5440 ,357872,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,GH  ,49
UA 8550 ,358233,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,GH  ,49
LX 3619 ,358877,IADJL ,E195,ZRH ,S,16.10.2023 07:45:00,16.10.2023 08:15:00,313 ,2,SPL ,88
LH 2366 ,357377,IADJL ,E195,ZRH ,S,16.10.2023 07:45:00,16.10.2023 08:15:00,313 ,2,SPL ,88
OU 5929 ,357980,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,GH  ,49
SQ 2126 ,359093,IADJL ,E195,ZRH ,S,16.10.2023 07:45:00,16.10.2023 08:15:00,313 ,2,GH  ,88
LH 2447 ,357640,DAIRH ,A321,CPH ,L,16.10.2023 07:45:00,16.10.2023 08:00:00,321 ,2,GH  ,49
OS 7428 ,357943,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,SPL ,49
OS 8210 ,357955,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,SPL ,49
A3 1433 ,356683,DAIRH ,A321,CPH ,L,16.10.2023 07:45:00,16.10.2023 08:00:00,321 ,2,GH  ,49
A3 1469 ,356688,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,GH  ,49
A3 3064 ,356723,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,GH  ,49
AC  836 ,356738,CGKUG ,A333,YYZ ,L,16.10.2023 07:45:00,16.10.2023 10:13:00,249A,2,SPL ,49
AC 9078 ,356771,DAIJI ,A20N,HEL ,L,16.10.2023 07:45:00,16.10.2023 07:38:00,312 ,2,SPL ,49
DE 1413 ,389375,DAICR ,A320,,N,16.10.2023 07:45:00,16.10.2023 07:37:00,194 ,,GH  ,49
LH 5375 ,357709,DABZI ,A320,HAM ,L,16.10.2023 07:50:00,16.10.2023 08:03:00,120 ,1,GH  ,49
UA 9253 ,358297,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,GH  ,49
LH 1705 ,386618,DAIZN ,A320,,F,16.10.2023 07:50:00,16.10.2023 05:36:00,H14A,,GH  ,88
SQ 2267 ,358099,DACNN ,CRJ9,GDN ,L,16.10.2023 07:50:00,16.10.2023 08:11:00,347N,2,GH  ,49
LO 5371 ,357804,DACNN ,CRJ9,GDN ,L,16.10.2023 07:50:00,16.10.2023 08:11:00,347N,2,GH  ,49
SN 7182 ,358061,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,SPL ,49
SQ 1846 ,358070,DABZI ,A320,HAM ,L,16.10.2023 07:50:00,16.10.2023 08:03:00,120 ,1,GH  ,49
UA 9446 ,358322,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,GH  ,49
SK 3357 ,358018,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,SPL ,49
SK 3601 ,358023,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,SPL ,49
LH 1647 ,357261,DACNN ,CRJ9,GDN ,L,16.10.2023 07:50:00,16.10.2023 08:11:00,347N,2,SPL ,49
EY 3785 ,357080,DACNN ,CRJ9,GDN ,L,16.10.2023 07:50:00,16.10.2023 08:11:00,347N,2,GH  ,49
EY 3787 ,357081,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,GH  ,49
LH 1881 ,357391,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,GH  ,49
NH 5037 ,357863,DABZI ,A320,HAM ,L,16.10.2023 07:50:00,16.10.2023 08:03:00,120 ,1,GH  ,49
NH 5429 ,357868,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,GH  ,49
EW 7170 ,357061,DABZI ,A320,HAM ,L,16.10.2023 07:50:00,16.10.2023 08:03:00,120 ,1,SPL ,49
OS 7370 ,357936,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,SPL ,49
LH 2433 ,357628,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,GH  ,49
NH 6146 ,357900,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,GH  ,49
TP 7511 ,358159,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,SPL ,49
A3 1463 ,356687,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,GH  ,49
AC 9552 ,356837,DAILP ,A319,GOT ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,301A,2,SPL ,49
AC 9593 ,356842,DAINV ,A20N,NAP ,L,16.10.2023 07:50:00,16.10.2023 08:05:00,248A,2,SPL ,49
LH 1835 ,389380,DAIDK ,A321,,F,16.10.2023 07:50:00,,173 ,,GH  ,99
SQ  328 ,386500,9VSMC ,A359,,F,16.10.2023 07:55:00,16.10.2023 09:02:00,212B,,GH  ,88
EN 8075 ,356980,IADJX ,E195,GVA ,L,16.10.2023 07:55:00,16.10.2023 08:09:00,513S,2,SPL ,49
LH 1749 ,386597,DAIDM ,A321,,F,16.10.2023 07:55:00,16.10.2023 04:57:00,H13A,,GH  ,88
LH 1769 ,386608,DAIEE ,A21N,,F,16.10.2023 07:55:00,16.10.2023 20:40:00,H14T,,GH  ,99
LH 9445 ,357764,IADJX ,E195,GVA ,L,16.10.2023 07:55:00,16.10.2023 08:09:00,513S,2,SPL ,49
EW 4065 ,357058,DAEWO ,A320,DTM ,S,16.10.2023 07:55:00,16.10.2023 07:55:00,119 ,1,SPL ,88
LH 5318 ,358765,DAEWO ,A320,DTM ,S,16.10.2023 07:55:00,16.10.2023 07:55:00,119 ,1,GH  ,88
SQ 1843 ,359085,DAEWO ,A320,DTM ,S,16.10.2023 07:55:00,16.10.2023 07:55:00,119 ,1,GH  ,88
LH 1661 ,389379,DAIBK ,A319,HAJ ,N,16.10.2023 07:55:00,16.10.2023 08:11:00,352A,,GH  ,49
EN 8192 ,357009,IADJP ,E195,FLR ,S,16.10.2023 08:00:00,16.10.2023 08:55:00,309 ,2,SPL ,88
UA 8912 ,358258,DAIBC ,A319,TLS ,L,16.10.2023 08:00:00,16.10.2023 08:01:00,511 ,2,GH  ,49
NH 6087 ,358944,DAIZO ,A320,BER ,S,16.10.2023 08:00:00,16.10.2023 08:00:00,214 ,2,GH  ,88
CA 6455 ,358642,IADJP ,E195,FLR ,S,16.10.2023 08:00:00,16.10.2023 08:55:00,309 ,2,GH  ,88
LH 2199 ,357529,DAIDH ,A321,BRE ,L,16.10.2023 08:00:00,16.10.2023 08:16:00,217B,2,GH  ,49
NH 6851 ,358964,IADJP ,E195,FLR ,S,16.10.2023 08:00:00,16.10.2023 08:55:00,309 ,2,GH  ,88
SQ 2410 ,358101,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,GH  ,49
LH 2223 ,357537,DAIBC ,A319,TLS ,L,16.10.2023 08:00:00,16.10.2023 08:01:00,511 ,2,GH  ,49
LH 5989 ,357728,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,GH  ,49
UA 9554 ,358338,DAIDH ,A321,BRE ,L,16.10.2023 08:00:00,16.10.2023 08:16:00,217B,2,GH  ,49
SK 3735 ,358036,DAIBC ,A319,TLS ,L,16.10.2023 08:00:00,16.10.2023 08:01:00,511 ,2,SPL ,49
SK 9308 ,358041,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,SPL ,49
CA 6113 ,358631,DAIZO ,A320,BER ,S,16.10.2023 08:00:00,16.10.2023 08:00:00,214 ,2,GH  ,88
TG 7844 ,359130,DAIZO ,A320,BER ,S,16.10.2023 08:00:00,16.10.2023 08:00:00,214 ,2,GH  ,88
LH 1930 ,357302,DAIZO ,A320,BER ,S,16.10.2023 08:00:00,16.10.2023 08:00:00,214 ,2,GH  ,88
LH 9436 ,358828,IADJP ,E195,FLR ,S,16.10.2023 08:00:00,16.10.2023 08:55:00,309 ,2,SPL ,88
NH 6028 ,357879,DAIBC ,A319,TLS ,L,16.10.2023 08:00:00,16.10.2023 08:01:00,511 ,2,GH  ,49
UA 7273 ,358232,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,GH  ,49
SQ 2176 ,359104,DAIZO ,A320,BER ,S,16.10.2023 08:00:00,16.10.2023 08:00:00,214 ,2,GH  ,88
OU 4436 ,357960,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,GH  ,49
TP 6864 ,358150,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,SPL ,49
LH 9860Z,358858,DAIMM ,A388,LEJ ,S,16.10.2023 08:00:00,,603 ,2,GH  ,97
AC 2981 ,356741,9ACQA ,DH8D,ZAG ,L,16.10.2023 08:00:00,16.10.2023 08:35:00,348N,2,SPL ,49
KAY 058 ,389376,DAGLO ,GL7T,,F,16.10.2023 08:00:00,16.10.2023 08:25:00,H43A,,GH  ,88
LH 2273 ,389388,DAIRS ,A321,HAM ,F,16.10.2023 08:03:00,,328 ,,GH  ,99
TG  924 ,386478,HSTHP ,A359,,F,16.10.2023 08:05:00,16.10.2023 10:19:00,219A,,GH  ,88
LH 1773 ,386560,DAIUW ,A320,,F,16.10.2023 08:05:00,,205B,,GH  ,99
LH 1705 ,386619,DAIZN ,A320,,N,16.10.2023 08:05:00,16.10.2023 05:46:00,247 ,,GH  ,49
LO 4266 ,357797,LXLGE ,DH8D,LUX ,L,16.10.2023 08:05:00,16.10.2023 08:29:00,514S,2,GH  ,49
LG 9731 ,357164,LXLGE ,DH8D,LUX ,L,16.10.2023 08:05:00,16.10.2023 08:29:00,514S,2,SPL ,49
LH 1835 ,389381,DAIDK ,A321,,N,16.10.2023 08:05:00,,173 ,,GH  ,99
LH 2273 ,389389,DAIRS ,A321,HAM ,N,16.10.2023 08:08:00,,328 ,,,99
LH 2273 ,389390,DAIRS ,A321,HAM ,F,16.10.2023 08:08:00,,328 ,,GH  ,88
SQ  328 ,386501,9VSMC ,A359,,N,16.10.2023 08:10:00,16.10.2023 09:12:00,354 ,,GH  ,49
KM 2955 ,371774,DAIUA ,A320,CTA ,L,16.10.2023 08:10:00,16.10.2023 08:27:00,310 ,2,GH  ,49
ET 1571 ,357044,DAIEN ,A21N,FRA ,L,16.10.2023 08:10:00,16.10.2023 08:36:00,214 ,2,GH  ,49
LH 5364 ,357706,9HEUR ,A320,DUS ,L,16.10.2023 08:10:00,16.10.2023 08:20:00,188 ,1,GH  ,49
UA 8948 ,358262,DAIEN ,A21N,FRA ,L,16.10.2023 08:10:00,16.10.2023 08:36:00,214 ,2,GH  ,49
